Compétence,Nom rang,ID interne,SkillGroupID,BaseSkillInfoKey,Niveau,Rang,SkillType,TotalDamage,DamAttCoeff,DamArmCoeff,DamMHPCoeff,Cooldown,Coût MP,Gain MP,Buff IDs,Buffs appliqués,Description localisée,Coût d'amélioration explicite,Delta TotalDamage,Variation TotalDamage %,Delta DamAttCoeff,Variation DamAttCoeff %,Delta DamArmCoeff,Variation DamArmCoeff %,Delta DamMHPCoeff,Variation DamMHPCoeff %,Delta Cooldown,Variation Cooldown %,Delta MPCon,Variation MPCon %,Delta MPGain,Variation MPGain %,Gain réel par rapport au rang précédent
Tonnerre ébranlé,Tonnerre ébranlé I,1001745000001,1001745000000,1001745000001,1,1,NormalSkill,0,0.0,0.0,0.0,24.0,200,0,,,Jinwoo frappe l'ennemi avec force. Maintenez le bouton enfoncé pour prolonger l'attaque.,,,,,,,,,,,,,,,,
Tonnerre ébranlé,Tonnerre ébranlé II,1001745000101,1001745000100,1001745000101,1,2,NormalSkill,0,0.0,0.0,0.0,24.0,200,0,1200191000,"1200191000 | states ReactionImmune(16,0,0) | Super armure",Jinwoo obtient <color=#64FAC8>[Super armure]</color> pendant l'utilisation de cette compétence.,,0,,0,,0,,0,,0,0,0,0,0,,buffs modifiés
Tonnerre ébranlé,Tonnerre ébranlé III,1001745000201,1001745000200,1001745000201,1,3,NormalSkill,0,0.0,0.0,0.0,24.0,200,0,"1200191000,200010012001","1200191000 | states ReactionImmune(16,0,0) | Super armure || 200010012001 | stats ArmPenP=1500",Jinwoo obtient <color=#64FAC8>[Super armure]</color> pendant l'utilisation de cette compétence.\nDéclenche l'effet <color=#64FAC8>[Pénétration de défense augmentée]</color> pendant l'utilisation de cette compétence.,,0,,0,,0,,0,,0,0,0,0,0,,buffs modifiés
Tonnerre ébranlé,Tonnerre ébranlé IV,1001745000301,1001745000300,1001745000301,1,4,NormalSkill,0,0.0,0.0,0.0,24.0,200,0,"1200191000,200010012001,200010012002","1200191000 | states ReactionImmune(16,0,0) | Super armure || 200010012001 | stats ArmPenP=1500 || 200010012002 | states IncreaseDamageByTargetSpecialState(745,20,6000), IncreaseDamageByTargetSpecialState(745,201,6000)",Jinwoo obtient <color=#64FAC8>[Super armure]</color> pendant l'utilisation de cette compétence.\nDéclenche l'effet <color=#64FAC8>[Pénétration de défense augmentée]</color> pendant l'utilisation de cette compétence.\nAugmente les dégâts infligés aux cibles déséquilibrées pendant l'utilisation de cette compétence.,,0,,0,,0,,0,,0,0,0,0,0,,buffs modifiés
Tir rapide de phénix,Tir rapide de phénix I,1001755010001,1001755010000,1001755010001,1,1,NormalSkill,0,0.0,0.0,0.0,38.0,316,0,,,"Après avoir tiré une flèche enflammée, Jinwoo concentre la puissance des flammes pour invoquer un phénix.",,,,,,,,,,,,,,,,
Tir rapide de phénix,Tir rapide de phénix II,1001755010101,1001755010100,1001755010101,1,2,NormalSkill,0,0.0,0.0,0.0,38.0,316,0,10770,10770,L'utilisation de <color=#FAC800>[Tir rapide de phénix]</color> augmente les dégâts d'<color=#E64B4B>[Embrasement]</color> pendant un certain temps.,,0,,0,,0,,0,,0,0,0,0,0,,buffs modifiés
Tir rapide de phénix,Tir rapide de phénix III,1001755010201,1001755010200,1001755010201,1,3,NormalSkill,0,0.0,0.0,0.0,38.0,316,0,10770,10770,L'utilisation de <color=#FAC800>[Tir rapide de phénix]</color> augmente les dégâts d'<color=#E64B4B>[Embrasement]</color> pendant un certain temps.\nLe nombre de phénix tirés avec <color=#FAC800>[Frappe en chaîne]</color> augmente.,,0,,0,,0,,0,,0,0,0,0,0,,
Tir rapide de phénix,Tir rapide de phénix IV,1001755010301,1001755010300,1001755010301,1,4,NormalSkill,0,0.0,0.0,0.0,38.0,316,0,"10770,10772",10770 || 10772,"L'utilisation de <color=#FAC800>[Tir rapide de phénix]</color> augmente les dégâts d'<color=#E64B4B>[Embrasement]</color> pendant un certain temps.\nLe nombre de phénix tirés avec <color=#FAC800>[Frappe en chaîne]</color> augmente.\nAprès l'utilisation de <color=#FAC800>[Tir rapide de phénix]</color>, les dégâts de la <color=#FAC800>[Frappe en chaîne]</color> de l'Âme de phénix augmentent pendant un certain temps.",,0,,0,,0,,0,,0,0,0,0,0,,buffs modifiés
Barrage d'aiguilles empoisonnées,Barrage d'aiguilles empoisonnées I,1001603000001,1001603000000,1001603000001,1,1,NormalSkill,0,1.6200000047683716,0.0,0.0,25.0,208,0,,,Jinwoo fait un saut en arrière et lance des aiguilles empoisonnées.,,,,,,,,,,,,,,,,
Barrage d'aiguilles empoisonnées,Barrage d'aiguilles empoisonnées II,1001603000101,1001603000100,1001603000101,1,2,NormalSkill,0,1.6399999856948853,0.0,0.0,25.0,208,0,,,"Si l'utilisateur est touché en plein air pendant l'utilisation de cette compétence, cela déclenche <color=#64FAC8>[Évasion extrême]</color>.",,0,,0.02,1.23457,0,,0,,0,0,0,0,0,,DamAttCoeff: 0.02 (1.23457%)
Barrage d'aiguilles empoisonnées,Barrage d'aiguilles empoisonnées III,1001603000201,1001603000200,1001603000201,1,3,NormalSkill,0,2.140000104904175,0.0,0.0,25.0,208,0,200010001001,"200010001001 | Poison mortel d'Arachné | stats AttFR=-1000 | states LevelDotDamage(6,4000,0)","Si l'utilisateur est touché en plein air pendant l'utilisation de cette compétence, cela déclenche <color=#64FAC8>[Évasion extrême]</color>.\nTraverser la zone toxique déclenche l'effet <color=#64FAC8>[Poison mortel d'Arachné]</color>.",,0,,0.5,30.4878,0,,0,,0,0,0,0,0,,DamAttCoeff: 0.5 (30.4878%); buffs modifiés
Feu destructeur,Feu destructeur I,1001604000001,1001604000000,1001604000001,1,1,NormalSkill,0,4.880000114440918,0.0,0.0,34.0,283,0,"200032003002,2999000804,200032003001,1420000020","200032003002 | states BreakModifier(2000,0,1) || 2999000804 | states MonsterGradeDamage(2,1000,0), MonsterGradeDamage(3,1000,0) || 200032003001 | states Invincible(100,0,0) || 1420000020 | stats PrecisionP=-3000, DamP=3000","Jinwoo bénéficie d'une <color=#64FAC8>[Immunité aux dégâts]</color> pendant l'utilisation de cette compétence.\nLorsque cette compétence touche sa cible, les dégâts de <color=#FF8741>[Déséquilibre]</color> subis augmentent pendant un certain temps.",,,,,,,,,,,,,,,,
Feu destructeur,Feu destructeur II,1001604000101,1001604000100,1001604000101,1,2,NormalSkill,0,4.880000114440918,0.0,0.0,34.0,283,0,"200032003002,200032003001,200032003003,1420000020","200032003002 | states BreakModifier(2000,0,1) || 200032003001 | states Invincible(100,0,0) || 200032003003 | states RemainHpDamageUp(6000,604,0) || 1420000020 | stats PrecisionP=-3000, DamP=3000","Jinwoo bénéficie d'une <color=#64FAC8>[Immunité aux dégâts]</color> pendant l'utilisation de cette compétence.\nLorsque cette compétence touche sa cible, les dégâts de <color=#FF8741>[Déséquilibre]</color> subis augmentent pendant un certain temps.\nPlus les PV de Jinwoo sont bas, plus sa rage s'intensifie, ce qui augmente les dégâts de <color=#FAC800>[Feu destructeur]</color>.",,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Feu destructeur,Feu destructeur III,1001604000201,1001604000200,1001604000201,1,3,NormalSkill,0,4.880000114440918,0.0,0.0,34.0,283,0,"200032003002,200032003004,200032003001,200032003003,1420000020","200032003002 | states BreakModifier(2000,0,1) || 200032003004 | states EnhanceSkillDamageFix(604,12000,1) || 200032003001 | states Invincible(100,0,0) || 200032003003 | states RemainHpDamageUp(6000,604,0) || 1420000020 | stats PrecisionP=-3000, DamP=3000","Jinwoo bénéficie d'une <color=#64FAC8>[Immunité aux dégâts]</color> pendant l'utilisation de cette compétence.\nLorsque cette compétence touche sa cible, les dégâts de <color=#FF8741>[Déséquilibre]</color> subis augmentent pendant un certain temps.\nPlus les PV de Jinwoo sont bas, plus sa rage s'intensifie, ce qui augmente les dégâts de <color=#FAC800>[Feu destructeur]</color>.\nLorsque sa frappe descendante touche la cible, les dégâts de Météorite augmentent.",,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Énergie d'épée à 3 millions de wons,Énergie d'épée à 3 millions de wons I,1001605000001,1001605000000,1001605000001,1,1,NormalSkill,0,3.180000066757202,0.0,0.0,23.0,191,0,,,Jinwoo donne une entaille rapide dans la direction qu'il regarde.,,,,,,,,,,,,,,,,
Énergie d'épée à 3 millions de wons,Énergie d'épée à 3 millions de wons II,1001605000101,1001605000100,1001605000101,1,2,NormalSkill,0,3.180000066757202,0.0,0.0,23.0,191,0,200010002001,200010002001,"Lorsque Jinwoo utilise cette compétence, les effets <color=#64FAC8>[Attaque augmentée]</color> et <color=#64FAC8>[Défense augmentée]</color> sont déclenchés.",,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Énergie d'épée à 3 millions de wons,Énergie d'épée à 3 millions de wons III,1001605000201,1001605000200,1001605000201,1,3,NormalSkill,0,4.639999866485596,0.0,0.0,23.0,191,0,200010002001,200010002001,"Lorsque Jinwoo utilise cette compétence, les effets <color=#64FAC8>[Attaque augmentée]</color> et <color=#64FAC8>[Défense augmentée]</color> sont déclenchés.",,0,,1.46,45.9119,0,,0,,0,0,0,0,0,,DamAttCoeff: 1.46 (45.9119%)
Tueur de marcheurs blancs,Tueur de marcheurs blancs III,1001606010201,1001606010200,1001606010201,1,3,NormalSkill,0,2.380000114440918,0.0,0.0,22.0,183,0,,,,,,,,,,,,,,,,,,,
Tueur de marcheurs blancs,Tueur de marcheurs blancs IV,1001606010301,1001606010300,1001606010301,1,4,NormalSkill,0,2.380000114440918,0.0,0.0,22.0,183,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,,
Tueur de marcheurs blancs,Tueur de marcheurs blancs V,1001606010401,1001606010400,1001606010401,1,5,NormalSkill,0,2.5899999141693115,0.0,0.0,22.0,183,0,,,,,0,,0.21,8.82352,0,,0,,0,0,0,0,0,,DamAttCoeff: 0.21 (8.82352%)
Chasse à mort,Chasse à mort I,1001607000001,1001607000000,1001607000001,1,1,NormalSkill,0,2.880000114440918,0.0,0.0,27.0,225,0,200010003001,"200010003001 | states DamageByDistance(5,-2000,607), EnhanceSkillDamage(607,2000,1)","Plus Jinwoo est éloigné de l'ennemi, plus <color=#FAC800>[Chasse à mort]</color> inflige de dégâts ; à l'inverse, ses dégâts diminuent à courte portée.",,,,,,,,,,,,,,,,
Chasse à mort,Chasse à mort II,1001607000101,1001607000100,1001607000101,1,2,NormalSkill,0,2.880000114440918,0.0,0.0,27.0,225,0,"200010003001,200010003002","200010003001 | states DamageByDistance(5,-2000,607), EnhanceSkillDamage(607,2000,1) || 200010003002","Plus Jinwoo est éloigné de l'ennemi, plus <color=#FAC800>[Chasse à mort]</color> inflige de dégâts ; à l'inverse, ses dégâts diminuent à courte portée. Lorsqu'il enchaîne les frappes, un effet <color=#64FAC8>[Flux]</color> augmentant progressivement l'Attaque s'active pendant un certain temps. Plus il réussit de coups consécutifs, plus la durée de l'effet <color=#64FAC8>[Flux]</color> s'allonge.",,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Chasse à mort,Chasse à mort III,1001607000401,1001607000400,1001607000401,1,3,NormalSkill,0,3.049999952316284,0.0,0.0,27.0,225,0,"200010003001,200010003005","200010003001 | states DamageByDistance(5,-2000,607), EnhanceSkillDamage(607,2000,1) || 200010003005","Plus Jinwoo est éloigné de l'ennemi, plus <color=#FAC800>[Chasse à mort]</color> inflige de dégâts ; à l'inverse, ses dégâts diminuent à courte portée. Lorsqu'il enchaîne les frappes, un effet <color=#64FAC8>[Flux]</color> augmentant progressivement l'Attaque s'active pendant un certain temps. Plus il réussit de coups consécutifs, plus la durée de l'effet <color=#64FAC8>[Flux]</color> s'allonge. L'effet de <color=#64FAC8>[Flux]</color> est grandement amélioré, ce qui facilite son activation.",,0,,0.17,5.90277,0,,0,,0,0,0,0,0,,DamAttCoeff: 0.17 (5.90277%); buffs modifiés
Bourrasque glaciale,Bourrasque glaciale I,1001629000001,1001629000000,1001629000001,1,1,NormalSkill,0,5.190000057220459,0.0,0.0,35.0,291,0,,,Jinwoo attaque l'ennemi avec une tempête glacée provenant de son épée.,,,,,,,,,,,,,,,,
Bourrasque glaciale,Bourrasque glaciale II,1001629000101,1001629000100,1001629000101,1,2,NormalSkill,0,5.190000057220459,0.0,0.0,35.0,291,0,"200020006003,200020006011",200020006003 || 200020006011,"<color=#64FAC8>[Gel]</color> se déclenche lorsque cette compétence touche sa cible.\nLorsque Jinwoo utilise cette compétence, les <color=#64FAC8>[dégâts infligés aux monstres normaux]</color> augmentent.",,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Bourrasque glaciale,Bourrasque glaciale III,1001629000201,1001629000200,1001629000201,1,3,NormalSkill,0,0.0,0.0,0.0,27.0,291,0,200020006011,200020006011,"<color=#64FAC8>[Gel]</color> se déclenche lorsque cette compétence touche sa cible.\nLorsque Jinwoo utilise cette compétence, les <color=#64FAC8>[dégâts infligés aux monstres normaux]</color> augmentent.",,0,,-5.19,-100,0,,0,,-8,-22.8571,0,0,0,,DamAttCoeff: -5.19 (-100%); Cooldown: -8 (-22.8571%); buffs modifiés
Faucon du jugement,Faucon du jugement I,1001639000001,1001639000000,1001639000001,1,1,NormalSkill,0,2.6600000858306885,0.0,0.0,27.0,225,0,200020007001,"200020007001 | states SkillChange(1001101000000,1001406000100,0)","Jinwoo se déplace avec agilité tout en déchaînant une rafale d'attaques contre les ennemis proches.\nLa compétence <color=#FAC800>[Attaque de combo de ruée]</color> lui permet de glisser rapidement tout en attaquant plusieurs fois, puis de se décaler aussitôt pour sa prochaine attaque.",,,,,,,,,,,,,,,,
Faucon du jugement,Faucon du jugement II,1001639000301,1001639000300,1001639000301,1,2,NormalSkill,0,2.6600000858306885,0.0,0.0,27.0,225,0,"200020007002,200020007007","200020007002 | states SkillChange(1001101000000,1001406000400,0) || 200020007007","La durée d'Évasion extrême d'<color=#FAC800>[Attaque de combo de ruée]</color> augmente significativement et, lorsqu'Évasion extrême est utilisée, le temps de rechargement de <color=#FAC800>[Faucon du jugement]</color> est réduit de <color=#FFDF7D>2 secondes</color>.",,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Faucon du jugement,Faucon du jugement III,1001639000601,1001639000600,1001639000601,1,3,NormalSkill,0,2.809999942779541,0.0,0.0,27.0,225,0,"200020007005,200020007008,200020007006","200020007005 | states BodyStop(30,0,0) || 200020007008 | states SkillChange(1001101000000,1001406000700,0) || 200020007006","La durée d'Évasion extrême d'une <color=#FAC800>[Attaque de combo de ruée]</color> augmente significativement et, lorsqu'Évasion extrême est utilisée, elle réduit le temps de rechargement de <color=#FAC800>[Faucon du jugement]</color> de <color=#FFDF7D>2 secondes</color>. Les dégâts de l'utilisateur augmentent aussi significativement pendant une courte période, et les ennemis touchés subissent l'effet <color=#64FAC8>[Paralysie]</color>.",,0,,0.15,5.63909,0,,0,,0,0,0,0,0,,DamAttCoeff: 0.15 (5.63909%); buffs modifiés
Rémanence,Rémanence I,1001653000001,1001653000000,1001653000001,1,1,NormalSkill,0,2.819999933242798,0.0,0.0,22.0,183,0,,,"Si Jinwoo utilise cette compétence juste après avoir changé d'arme, l'effet <color=#64FAC8>[Foudre]</color> l'entoure pendant un court instant, augmentant fortement son Taux de coup critique.",,,,,,,,,,,,,,,,
Rémanence,Rémanence II,1001653000101,1001653000100,1001653000101,1,2,NormalSkill,0,2.819999933242798,0.0,0.0,22.0,183,0,10292,10292,"Si Jinwoo utilise cette compétence juste après avoir changé d'arme, l'effet <color=#64FAC8>[Foudre]</color> l'entoure pendant un certain temps, augmentant fortement son Taux de coup critique. Les cibles touchées par la foudre subissent également l'effet <color=#64FAC8>[Paralysie]</color> pendant un court instant.",,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Rémanence,Rémanence III,1001653000201,1001653000200,1001653000201,1,3,NormalSkill,0,5.989999771118164,0.0,0.0,22.0,183,0,10294,10294,"Si Jinwoo utilise cette compétence juste après avoir changé d'arme, l'effet <color=#64FAC8>[Foudre]</color> l'entoure pendant un certain temps, augmentant fortement son Taux de coup critique. Les cibles touchées par la foudre subissent également l'effet <color=#64FAC8>[Paralysie]</color> pendant un certain temps.",,0,,3.17,112.411,0,,0,,0,0,0,0,0,,DamAttCoeff: 3.17 (112.411%); buffs modifiés
Transpercement de lézard,Transpercement de lézard I,1001658000001,1001658000000,1001658000001,1,1,NormalSkill,0,3.240000009536743,0.0,0.0,29.0,241,0,1420000021,"1420000021 | stats PrecisionP=1200, DamP=-800","Jinwoo rassemble ses forces et plante sa lance dans le sol, déclenchant une explosion qui jaillit vers le haut.",,,,,,,,,,,,,,,,
Transpercement de lézard,Transpercement de lézard II,1001658000101,1001658000100,1001658000101,1,2,NormalSkill,0,3.240000009536743,0.0,0.0,29.0,241,0,"1420000021,200010006001","1420000021 | stats PrecisionP=1200, DamP=-800 || 200010006001","Lorsque la troisième <color=#FAC800>[Attaque de base]</color> de l'utilisateur touche sa cible, elle augmente les dégâts de <color=#FAC800>[Transpercement de lézard]</color>",,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Transpercement de lézard,Transpercement de lézard III,1001658000201,1001658000200,1001658000201,1,3,NormalSkill,0,5.670000076293945,0.0,0.0,29.0,241,0,"1420000021,200010006001","1420000021 | stats PrecisionP=1200, DamP=-800 || 200010006001","Lorsque la troisième <color=#FAC800>[Attaque de base]</color> de l'utilisateur touche sa cible, elle augmente les dégâts de <color=#FAC800>[Transpercement de lézard]</color>",,0,,2.43,75,0,,0,,0,0,0,0,0,,DamAttCoeff: 2.43 (75%)
Récolte d'esprits,Récolte d'esprits I,1001696000001,1001696000000,1001696000001,1,1,NormalSkill,0,1.1399999856948853,0.0,0.0,29.0,241,0,"200020005101,1420000021","200020005101 | states ReactionImmune(16,0,0) || 1420000021 | stats PrecisionP=1200, DamP=-800",Jinwoo obtient <color=#64FAC8>[Super armure]</color> en appuyant longuement sur ce bouton.,,,,,,,,,,,,,,,,
Récolte d'esprits,Récolte d'esprits II,1001696000101,1001696000100,1001696000101,1,2,NormalSkill,0,1.1399999856948853,0.0,0.0,29.0,241,0,"200020005101,200020005102,1420000021","200020005101 | states ReactionImmune(16,0,0) || 200020005102 | states CriticalRate(1500,696,0), CriticalDamage(5000,696,0) || 1420000021 | stats PrecisionP=1200, DamP=-800",Jinwoo obtient <color=#64FAC8>[Super armure]</color> en appuyant longuement sur ce bouton.\nAugmente les Dégâts de coup critique et le Taux de coup critique de <color=#FAC800>[Récolte d'esprits]</color>.,,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Récolte d'esprits,Récolte d'esprits III,1001696000201,1001696000200,1001696000201,1,3,NormalSkill,0,1.7599999904632568,0.0,0.0,29.0,241,0,"200020005101,200020005102,1420000021","200020005101 | states ReactionImmune(16,0,0) || 200020005102 | states CriticalRate(1500,696,0), CriticalDamage(5000,696,0) || 1420000021 | stats PrecisionP=1200, DamP=-800",Jinwoo obtient <color=#64FAC8>[Super armure]</color> en appuyant longuement sur ce bouton.\nAugmente les Dégâts de coup critique et le Taux de coup critique de <color=#FAC800>[Récolte d'esprits]</color>.,,0,,0.62,54.386,0,,0,,0,0,0,0,0,,DamAttCoeff: 0.62 (54.386%)
Récolte d'esprits,Récolte d'esprits I,1001696010001,1001696010000,1001696010001,1,1,NormalSkill,0,8.039999961853027,0.0,0.0,0.0,0,0,"200020005101,1420000021","200020005101 | states ReactionImmune(16,0,0) || 1420000021 | stats PrecisionP=1200, DamP=-800",,,,,,,,,,,,,,,,,
Récolte d'esprits,Récolte d'esprits II,1001696010101,1001696010100,1001696010101,1,2,NormalSkill,0,8.039999961853027,0.0,0.0,0.0,0,0,"200020005101,200020005102,1420000021","200020005101 | states ReactionImmune(16,0,0) || 200020005102 | states CriticalRate(1500,696,0), CriticalDamage(5000,696,0) || 1420000021 | stats PrecisionP=1200, DamP=-800",,,0,,0,0,0,,0,,0,,0,,0,,buffs modifiés
Récolte d'esprits,Récolte d'esprits III,1001696010201,1001696010200,1001696010201,1,3,NormalSkill,0,12.350000381469727,0.0,0.0,0.0,0,0,"200020005101,200020005102,1420000021","200020005101 | states ReactionImmune(16,0,0) || 200020005102 | states CriticalRate(1500,696,0), CriticalDamage(5000,696,0) || 1420000021 | stats PrecisionP=1200, DamP=-800",,,0,,4.31,53.607,0,,0,,0,,0,,0,,DamAttCoeff: 4.31 (53.607%)
Récolte d'esprits,Récolte d'esprits I,1001696020001,1001696020000,1001696020001,1,1,NormalSkill,0,2.2899999618530273,0.0,0.0,0.0,0,0,"200020005101,1420000021","200020005101 | states ReactionImmune(16,0,0) || 1420000021 | stats PrecisionP=1200, DamP=-800",,,,,,,,,,,,,,,,,
Récolte d'esprits,Récolte d'esprits II,1001696020101,1001696020100,1001696020101,1,2,NormalSkill,0,2.2899999618530273,0.0,0.0,0.0,0,0,"200020005101,200020005102,1420000021","200020005101 | states ReactionImmune(16,0,0) || 200020005102 | states CriticalRate(1500,696,0), CriticalDamage(5000,696,0) || 1420000021 | stats PrecisionP=1200, DamP=-800",,,0,,0,0,0,,0,,0,,0,,0,,buffs modifiés
Récolte d'esprits,Récolte d'esprits III,1001696020201,1001696020200,1001696020201,1,3,NormalSkill,0,3.5299999713897705,0.0,0.0,0.0,0,0,"200020005101,200020005102,1420000021","200020005101 | states ReactionImmune(16,0,0) || 200020005102 | states CriticalRate(1500,696,0), CriticalDamage(5000,696,0) || 1420000021 | stats PrecisionP=1200, DamP=-800",,,0,,1.24,54.1485,0,,0,,0,,0,,0,,DamAttCoeff: 1.24 (54.1485%)
Éclair final,Éclair final I,1001716000001,1001716000000,1001716000001,1,1,NormalSkill,0,5.360000133514404,0.0,0.0,26.0,216,0,"200030001001,200030001003","200030001001 | states LevelDotDamage(90,4000,0) || 200030001003 | states Invincible(100,0,0)","Jinwoo bénéficie d'une <color=#64FAC8>[Immunité aux dégâts]</color> pendant l'utilisation de cette compétence.\nLorsque cette compétence touche sa cible, cela déclenche l'effet <color=#64FAC8>[Électrocution]</color> sur cette dernière.",,,,,,,,,,,,,,,,
Éclair final,Éclair final II,1001716000101,1001716000100,1001716000101,1,2,NormalSkill,0,5.360000133514404,0.0,0.0,26.0,216,0,"200030001001,200030001002,200030001003","200030001001 | states LevelDotDamage(90,4000,0) || 200030001002 | states IncreaseDamageByTargetBuff(716,200030001001,9000) || 200030001003 | states Invincible(100,0,0)","Jinwoo bénéficie d'une <color=#64FAC8>[Immunité aux dégâts]</color> pendant l'utilisation de cette compétence.\nLorsque cette compétence touche sa cible, cela déclenche l'effet <color=#64FAC8>[Électrocution]</color> sur cette dernière.\nAugmente les dégâts d'<color=#FAC800>[Éclair final]</color> infligés aux cibles affectées par l'effet <color=#64FAC8>[Électrocution]</color>.",,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Éclair final,Éclair final III,1001716000201,1001716000200,1001716000201,1,3,NormalSkill,0,5.360000133514404,0.0,0.0,26.0,216,0,"200030001001,200030001002,200030001003","200030001001 | states LevelDotDamage(90,4000,0) || 200030001002 | states IncreaseDamageByTargetBuff(716,200030001001,9000) || 200030001003 | states Invincible(100,0,0)","Jinwoo bénéficie d'une <color=#64FAC8>[Immunité aux dégâts]</color> pendant l'utilisation de cette compétence.\nLorsque cette compétence touche sa cible, cela déclenche l'effet <color=#64FAC8>[Électrocution]</color> sur cette dernière.\nAugmente les dégâts d'<color=#FAC800>[Éclair final]</color> infligés aux cibles affectées par l'effet <color=#64FAC8>[Électrocution]</color>.",,0,,0,0,0,,0,,0,0,0,0,0,,
Yeux luisants,Yeux luisants I,1001740000001,1001740000000,1001740000001,1,1,NormalSkill,0,2.930000066757202,0.0,0.0,35.0,291,0,,,"Le cube tire un canon laser depuis les airs, provoquant une détonation au sol.",,,,,,,,,,,,,,,,
Yeux luisants,Yeux luisants II,1001740000101,1001740000100,1001740000101,1,2,NormalSkill,0,3.0899999141693115,0.0,0.0,35.0,291,0,,,"Lorsque le sol explose, une seconde détonation se produit aléatoirement pendant un certain temps.",,0,,0.16,5.46075,0,,0,,0,0,0,0,0,,DamAttCoeff: 0.16 (5.46075%)
Yeux luisants,Yeux luisants III,1001740000201,1001740000200,1001740000201,1,3,NormalSkill,0,3.0899999141693115,0.0,0.0,35.0,291,0,200010010001,"200010010001 | states ChangeDamageOnElementType(1,27,0)","Lors d'une explosion, une seconde détonation se produit aléatoirement pendant un certain temps.\nLes cibles touchées par cette détonation subissent davantage de dégâts de <color=#FAC800>[lumière]</color>.",,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Tonnerre ébranlé,Tonnerre ébranlé II,1001745010101,1001745010100,1001745010101,1,2,NormalSkill,0,2.1600000858306885,0.0,0.0,0.0,0,0,1200191000,"1200191000 | states ReactionImmune(16,0,0) | Super armure",,,,,,,,,,,,,,,,,
Tonnerre ébranlé,Tonnerre ébranlé III,1001745010201,1001745010200,1001745010201,1,3,NormalSkill,0,2.2200000286102295,0.0,0.0,0.0,0,0,"1200191000,200010012001","1200191000 | states ReactionImmune(16,0,0) | Super armure || 200010012001 | stats ArmPenP=1500",,,0,,0.0599999,2.77778,0,,0,,0,,0,,0,,DamAttCoeff: 0.0599999 (2.77778%); buffs modifiés
Tonnerre ébranlé,Tonnerre ébranlé IV,1001745010301,1001745010300,1001745010301,1,4,NormalSkill,0,3.549999952316284,0.0,0.0,0.0,0,0,"1200191000,200010012001,200010012002","1200191000 | states ReactionImmune(16,0,0) | Super armure || 200010012001 | stats ArmPenP=1500 || 200010012002 | states IncreaseDamageByTargetSpecialState(745,20,6000), IncreaseDamageByTargetSpecialState(745,201,6000)",,,0,,1.33,59.9099,0,,0,,0,,0,,0,,DamAttCoeff: 1.33 (59.9099%); buffs modifiés
Tonnerre ébranlé,Tonnerre ébranlé II,1001745020101,1001745020100,1001745020101,1,2,NormalSkill,0,0.5400000214576721,0.0,0.0,0.0,0,0,1200191000,"1200191000 | states ReactionImmune(16,0,0) | Super armure",,,,,,,,,,,,,,,,,
Tonnerre ébranlé,Tonnerre ébranlé III,1001745020201,1001745020200,1001745020201,1,3,NormalSkill,0,0.550000011920929,0.0,0.0,0.0,0,0,"1200191000,200010012001","1200191000 | states ReactionImmune(16,0,0) | Super armure || 200010012001 | stats ArmPenP=1500",,,0,,0.00999999,1.85185,0,,0,,0,,0,,0,,DamAttCoeff: 0.00999999 (1.85185%); buffs modifiés
Tonnerre ébranlé,Tonnerre ébranlé IV,1001745020301,1001745020300,1001745020301,1,4,NormalSkill,0,0.8799999952316284,0.0,0.0,0.0,0,0,"1200191000,200010012001,200010012002","1200191000 | states ReactionImmune(16,0,0) | Super armure || 200010012001 | stats ArmPenP=1500 || 200010012002 | states IncreaseDamageByTargetSpecialState(745,20,6000), IncreaseDamageByTargetSpecialState(745,201,6000)",,,0,,0.33,60,0,,0,,0,,0,,0,,DamAttCoeff: 0.33 (60%); buffs modifiés
Rédemption de la Terre,Rédemption de la Terre I,1001839000001,1001839000000,1001839000001,1,1,NormalSkill,0,0.0,0.0,0.0,34.0,283,0,1420000020,"1420000020 | stats PrecisionP=-3000, DamP=3000","Lorsque l'<color=#FAC800>[Attaque de base]</color> de Jinwoo touche un allié, il récupère une petite quantité de PV.",,,,,,,,,,,,,,,,
Rédemption de la Terre,Rédemption de la Terre II,1001839000201,1001839000200,1001839000201,1,2,NormalSkill,0,0.0,0.0,0.0,34.0,283,0,1420000020,"1420000020 | stats PrecisionP=-3000, DamP=3000","Lorsque l'<color=#FAC800>[Attaque de base]</color> de Jinwoo touche un allié, il récupère une petite quantité de PV. Lors de l'utilisation de cette compétence, il obtient un grand <color=#64FAC8>[Bouclier]</color>. Lorsqu'il entame un combat, les dégâts subis par Sung Jinwoo diminuent considérablement.",,0,,0,,0,,0,,0,0,0,0,0,,
